USER-UPVOTES,POST_NUMBER,QUESTION,TIME-STAMPS,USER,POST,POST-UPVOTES,PAGE_NUMBER_OF_THE_POST,SUBJECT
19,6,NO,"Sat, Oct  24 '15 at 7:21AM EDT",ProtexMedical,Kudos to you all. The ingenuity of mankind most times wins out. We have been hearing good feedback from folks such as you for over 22 years and appreciate positive ideas for each other.Stay active!,0,1,wet
28,1,YES,"Sun, Jan  24 '16 at 8:32PM EST",Laura,I recently started wetting at night.,0,1,Wetting
37,2,NO,"Sun, Jan  24 '16 at 9:00PM EST",anita,See a medical doctor.,1,1,Wetting
28,3,NO,"Sun, Jan  24 '16 at 9:08PM EST",Laura,I did,2,1,Wetting
40,4,NO,"Sun, Jan  24 '16 at 9:30PM EST",jason181,Did the doctor. Run test give you any tablets. To try,0,1,Wetting
4,5,NO,"Mon, Jan  25 '16 at 4:31PM EST",dedevz,"What kind of testing did the doctor do? Did they test the pressure in your bladder? If you have a spastic bladder or your pressure is high, then that could be a problem. It took years for my daughter to be tested. Good luck",0,1,Wetting
82,6,NO,"Mon, Jan  25 '16 at 6:49PM EST",NoCans,"Get bedding protection while your Dr. figures things out.A ruined mattress doesn't make things any better. If you can't bring yourself to wear briefs, at least get a mattress pad. I wear briefs at night and getting a full nights sleep and waking up in a dry bed far outweighs the initial embarassment of adult diapers. Definitely take your Dr.s advice, and remember if you were the only person with this problem they wouldn't have incontinence isles at every big box store in the US.",2,1,Wetting
37,7,NO,"Tue, Jan  26 '16 at 10:34AM EST",anita,How is it going?  Are you going in a direction to help?,3,1,Wetting
40,8,NO,"Tue, Jan  26 '16 at 10:41AM EST",jason181,Wake me up its dead,0,1,Wetting
28,9,NO,"Tue, Jan  26 '16 at 11:19AM EST",Laura,I'm wearing briefs with a booster pad and plastic pants to stay dry at night.,2,1,Wetting
40,10,NO,"Tue, Jan  26 '16 at 11:26AM EST",jason181,Me too wearing.  The same and plastic pants,2,1,Wetting
82,11,NO,"Tue, Jan  26 '16 at 11:08PM EST",NoCans,"I also wear briefs at night and a mattress protector under my sheets just in case. Since I have been using the Confidry 24/7 briefs, I haven't had any leaks.",2,1,Wetting
28,12,NO,"Wed, Jan  27 '16 at 5:10AM EST",Laura,I use a vinyl matteress protector too. I leak al the time.,1,1,Wetting
82,13,NO,"Wed, Jan  27 '16 at 10:16AM EST",NoCans,Are you a side sleeper?,0,1,Wetting
40,14,NO,"Wed, Jan  27 '16 at 10:50AM EST",jason181,You mean sleep. On your side,0,1,Wetting
28,15,NO,"Wed, Jan  27 '16 at 10:56AM EST",Laura,Stomach,0,1,Wetting
82,16,NO,"Wed, Jan  27 '16 at 11:17AM EST",NoCans,I manage to sleep on my back and not twist and turn too much. Probably helps,0,1,Wetting
40,17,NO,"Wed, Jan  27 '16 at 11:39AM EST",jason181,i sleep on my side most times other times on my back,0,1,Wetting
10,18,NO,"Thu, Jan  28 '16 at 3:10PM EST",Deljordan,I sleep on my stomach most of the time what bothers me is back when I was a young think I was 8 years old I also pooped my pants my mother came in the bathroom mad at me that she asked me do I need to put you back in diapers I was upset and embarrassed that I didn't answer her then I got to age 30 I had started every now and then I peed the bed that's when they told me that it's normal so then I started wondering if I do need to start wearing diapers,0,1,Wetting
10,19,NO,"Thu, Jan  28 '16 at 3:11PM EST",Deljordan,@Deljordan35@yahoo.com,0,1,Wetting
76,20,NO,"Thu, Jan  28 '16 at 3:49PM EST",Patrick,"Deljordan,

Only a urologist can tell you definitively whether there is a medical reason for your incontinence, and whether it can be cured or managed with medications or surgery.  Good luck.",0,1,Wetting
28,21,NO,"Fri, Jan  29 '16 at 5:05AM EST",Laura,Leaked again. Ughhh,0,1,Wetting
76,22,NO,"Fri, Jan  29 '16 at 9:55AM EST",Patrick,"Leakage can be frustrating and embarrassing.  However, there are management solutions, such as diapers.  Disposables come immediately to mind; however, if this promises to be long-term, you might consider trying washables.  Good luck.",2,1,Wetting
40,23,NO,"Fri, Jan  29 '16 at 10:37AM EST",jason181,"Quote:Originally Posted by PatrickLeakage can be frustrating and embarrassing.  However, there are management solutions, such as diapers.  Disposables come immediately to mind; however, if this promises to be long-term, you might consider trying washables.  Good luck.@Patrick",0,1,Wetting
4,24,NO,"Thu, Feb  4 '16 at 9:30PM EST",dedevz,"So there is very little mention of medical testing done here. Have you had a catheter put in and test the size of your bladder? Have you had the pressure checked in your bladder? Also, have you had x-rays done of your spine? If you have a tiny separation in your spine...it's like a spinabifida that has gone unnoticed,and that can cause bladder problems. It took forever for someone to do proper testing on our daughter. No pediatric doctor would test her....but finally, when she was 16, she saw a new doctor who did all the tests. She had very high pressure. She can become totally incontinent when she is 30 unless they try some proceedures. One is injecting botox into the bladder. Since she is a senior in high school, if the botox overworks, she may have had to cath herself to go to the bathroom. The doctor has had great success with botox, every 6 months. One other thing is the pacemaker for the bladder. Our daughter had that done and immediately she stopped wetting.Then after 3 weeks, it stopped working, UGH....we think the wires that are near her spine, moved..she is very skinny and the nerves are close together. We've switched programs often and sometimes it works, but while she's experimenting, she still wears a diaper. So , we wait. We know that is DID work...so we think it may work again, if the wiring is changed. We'll see. Good luck to all of you but find a docor who will test you, work with you. One daughter had lots of infections, so the doctors did tons of testing on her when she was 4 or 5. We adopted her from an orphanage, so we knew nothing of her medical history. It turned out she had reflux, which could lead to kidney failure. The surgery was a success. Findingout the purpose of bedwetting is very important.",0,1,Wetting
76,25,NO,"Fri, Feb  5 '16 at 9:48AM EST",Patrick,"dedvz,

Good luck with your daughter.  I have had all the urological tests and six bladder/urethral surgeries, including several Botox shots.  My last surgery was a urinary sphincterotomy.  I was not offered a bladder pacemaker, probably because of some fractured vertebrae and compressed discs.  I agree that bedwetting can be the symptom of a serious medical condition, which makes competent medical care so important.  Keep us informed of your daughter's progress.",0,1,Wetting
4,26,NO,"Fri, Feb  5 '16 at 1:32PM EST",dedevz,"Did the botox work for you at all? It sounds like you have been through so much!!! The bladder pacemaker is used for a lot of people with paralysis or spinabifida .....so back issues are one of the reasons they DO that surgery. I never even knew about it until Christmas time. I had no idea it was an option. My daughter heard about it and wanted to try it so badly....so we went for it. I know that they have done lots of them at Duke, and we might go there and get another opinion....although the doctor who did my daughters is sort of a relative, and we really adore here. We'll just have to wait and see. The surgery isn't difficult. She hardly took a pain pill. We'll just have to wait and see if she can find the right program, but we my husband and I think she needs to have the wire put closer to her spine.....just from what we have learned! Good luck to you as well.",0,1,Wetting
76,27,NO,"Sat, Feb  6 '16 at 12:37PM EST",Patrick,"dedevz,

The Botox injections worked pretty much as advertised.  They quieted my bladder spasms and paralyzed the sphincter.  However, they wore off after successively shorter periods of time.  The first shots lasted some six months; the second shots lasted perhaps four months, and, when the last series of shots lasted less than six weeks, my urologist decided that a sphincterotomy was my last, best hope for a long-term cure.  It was, and I have never regretted having it.  I am incontinent, with no hope of ever regaining control, which I was told to expect.  However, my kidneys are no longer threatened; my bladder spasms continue, but the pain is greatly reduced, and diapers enable me to live a nearly normal life.  Only my family and close friends and neighbors know.  I hope that the pacemaker will solve your daughter's incontinence.",0,1,Wetting
4,28,NO,"Mon, Feb  8 '16 at 9:17PM EST",dedevz,I hope the pacemaker problem can be solved. We all think the wiring needs to be re-done. She has spasms and so does my other daughter who had bad reflux. But they are not painful for either of them. One takes meds for this....but she had the bladder re -implantation done years ago....so her kidneys are doing well. I will keep you all posted on what happens with the pacemaker problem!!!,0,1,Wetting
4,29,NO,"Wed, Feb  10 '16 at 3:02PM EST",PeapodMats,"Laura, please check out our waterproof incontinence mat. It lies flat on top of bedding sheets and you can sleep directly on top of it. www.peapodmats.com  Best, Liz",1,1,Wetting
7,30,NO,"Tue, Mar  1 '16 at 10:08AM EST",Dependsareok,"Laura, I dated a few women who were similar to you and to tell you I think adult diapers are more attractive than a thong or bikini . You can email me mfnfc1002@gmail.com",0,1,Wetting
28,1,YES,"Tue, Feb  28 '17 at 9:11AM EST",jeffswet,"Does anyone know what became of BenFrank? Maybe I missed it, but if any mention was made of his whereabouts, I can't find it. He was an active member here, but he seems to have disappeared suddenly. Just wondering. Hopefully he is okay.",0,1,What happened to...
16,2,NO,"Tue, Feb  28 '17 at 6:47PM EST",James,The last post from BenFrank that I have is 4 months ago.,0,1,What happened to...
1,1,YES,"Tue, Sep  29 '15 at 8:05PM EDT",CardioAnna,"So, I'm a proud mother of 2 children, one of which I gave birth to about a year ago. Ever since, I discovered I've been suffering from mixed incontinence. So, I use poise pads (maximum absorbency) to remedy the problem. I do leak a considerable amount (up to my whole bladder) each time, and I end up with 2-3 soaked pads a day. These days, sometimes when I leak, the pee leaks out of the pad. I think this is because I'm sitting on the pad for a considerable amount of time (I have an office job). So, does anybody know good products or steps to stop these leaks?",0,1,What product should I use?
1,2,NO,"Tue, Sep  29 '15 at 10:47PM EDT",Annie,Try Tena pad products.,0,1,What product should I use?
19,3,NO,"Wed, Sep  30 '15 at 11:11AM EDT",ProtexMedical,If the Tena doesn't do the trick you may consider an absorbent reusable pad and/or a discreet plastic panty.,0,1,What product should I use?
28,4,NO,"Wed, Oct  14 '15 at 11:33PM EDT",Skinnyb,"Abena has a wide variety of pads, some hold LARGE amounts, much more then the Poise line would ever touch, have a look online.",0,1,What product should I use?
76,5,NO,"Tue, Oct  20 '15 at 2:12PM EDT",Patrick,"Although I use disposables when I travel, I prefer washables and plastic pants when I'm at home.  I find them much more comfortable and they absorb more than the highest-rated disposables.  Granted, there is extra laundry, and the upfront costs are considerable.  However, because a good inventory of washables can last for years, the total cost is much less.  Good luck.",0,1,What product should I use?
4,6,NO,"Tue, Oct  20 '15 at 5:19PM EDT",johnroba1,"Don't know if it's proper to share/advertise links here, etc. but look for either HDIS or Duraline Medical Products on the web. Duraline are a particularly excellent small business operation out of Ohio where you can conveniently order and re-order via Internet a wide variety of pads, liners, pull-ups in whatever combination most appropriate for you. I was born with spina bifida related incontinence and now wear disposables and leg braces. Growing up I struggled with washable cloth undergarments and plastic pants, also metal long-leg braces. I'm now retired but many women I used to work with have sometimes mentioned they use Attends or Depends to help manage with their monthly health routine. So you need not feel embarrassed. Seek medical help and find the right product you need to help you enjoy a healthy day!",1,1,What product should I use?
7,7,NO,"Tue, Mar  1 '16 at 8:23PM EST",Dependsareok,"Molicare or Abena brand are the most absorbant and comfortable, i mostly wear Abens, you might like either one",0,1,What product should I use?
76,8,NO,"Wed, Mar  2 '16 at 11:24AM EST",Patrick,"My current inventory of washable diapers are from Adult Cloth Diaper, with overpants from Duraline and Angel Fluff.  When I travel, I use Abena and Molicare diapers, with inserts from Depend, and polyurethane laminate overpants from Duraline.",0,1,What product should I use?
19,9,NO,"Wed, Mar  2 '16 at 11:52AM EST",ProtexMedical,"Patrick,

Great, appears it's working for you. However,we are here to supply your needs with reusable products just in case.",0,1,What product should I use?
7,10,NO,"Wed, Mar  2 '16 at 12:02PM EST",Dependsareok,"Congrats, success",0,1,What product should I use?
52,1,YES,"Sat, Feb  21 '15 at 10:38AM EST",NAFC,We wrote a blog post on an easy recipe for a high-fiber snack that helps get things moving (http://bit.ly/thebestrecipe). Do you have anything you rely on when things get slowed down?,0,1,What's your best solution to constipation?
28,2,NO,"Wed, Oct  14 '15 at 11:40PM EDT",Skinnyb,"Lots of fresh fruit & veggies, bran.  I hate the meds that are out there to ""assist"", I would rather do it with diet instead.",0,1,What's your best solution to constipation?
76,3,NO,"Tue, Oct  20 '15 at 2:06PM EDT",Patrick,"I have gastroparesis, or stomach paralysis.  The recommended diet for this is low residue.  This causes constipation; I soil myself when diarrhea leaks around the blockage.  On my gastroenterologist's recommendation, I manage this with stool softeners, laxatives, bisacodyl suppositories, and enemas.  Managing my diet when my stomach and colon make opposite demands is a challenge that I sometimes fail.",1,1,What's your best solution to constipation?
37,4,NO,"Mon, Jan  11 '16 at 6:43AM EST",Debbie,"An occasional stool softener, plus a hot drink with an iced water.",0,1,What's your best solution to constipation?
58,5,NO,"Mon, Jan  11 '16 at 8:06PM EST",PBJ32,"Lots of veggies and salad and Fiber One bars and fruit snacks helped me to keep,things moving when I was taking the anticholinergics hoping for relief from medication for the OAB.",0,1,What's your best solution to constipation?
1,6,NO,"Sun, Feb  7 '16 at 8:52PM EST",Boomersway,"Don't get constipated my Urologist told me, do what ever you have too, really effects bladder when you are",0,1,What's your best solution to constipation?
37,7,NO,"Mon, Feb  8 '16 at 5:07PM EST",Debbie,"Drink a hot beverage, along with an iced beverage (black coffee and iced water).
Also, stool softeners help.  I take two a night.",0,1,What's your best solution to constipation?
7,8,NO,"Tue, Mar  15 '16 at 8:07PM EDT",APRILPARIS,"Magnesium Citrate
I take 500 mg a day for constipation from Multiple Sclerosis and no mobility.",1,1,What's your best solution to constipation?
85,9,NO,"Thu, May  12 '16 at 10:20PM EDT",Vestalm,"It try to manage with diet but not always successful (oatmeal, salads, popcorn, almonds, apples, lots of fluids, etc). My doctor prescribed Colace (stool softener) as needed and daily PEG3350 (polyethylene glycol, like Miralax). Have to be careful though because if it gets loose then lose control there too!",0,1,What's your best solution to constipation?
28,10,NO,"Sat, Jan  28 '17 at 12:26AM EST",jeffswet,Ground flax seed in anything I can add it to psyllium in a fruit smoothie and / or stool softener. The flax seed is my preference because I have had a head injury and it makes a big difference in my clarity of thought. Even my dreams make more sense when I use it.,0,1,What's your best solution to constipation?
4,11,NO,"Thu, Feb  23 '17 at 10:40AM EST",Lee,"I take 1 s/w heaping tsp of the generic benefiber, daily, just before going to bed. Works wonders for me, helped get me regulated. I also have to take 2 lomotil twice daily. BTW,it takes a few months to get regulated, no matter what you try. I learned the hard way, thought I knew more than my doc. You know how we all sometimes get, especially when the answer seems so common or simple.

Also, I'm a country boy & love eating a big bowl of soup beans & cornbread. Not wanting to have diarrhea, I ask my doc about skipping my fiber on days I had that meal. He told me to never skip it, no matter what I had to eat, and no matter how much fiber content was in my meal. Works for me!
Lee",0,1,What's your best solution to constipation?
10,1,YES,"Thu, Sep  1 '16 at 9:58PM EDT",stonne168,"I wear diapers 24/7 and try to be as discreet as possible about my situation.  I am 30 and live by myself, so there really isn't a reason for all that many people to know.  Besides my girlfriend and a couple of past roommates, no one really does.  Now there may be other people that have discovered my secret over the years, but they have been polite enough to not say anything about it to me.  Cause that's what mature adults do...8 year olds, not so much.

I am a member of my local Elks club and work with their youth program.  This specific 8 year old is kind of a loud mouth and a bully.  I deal with him as best I can.  At some point during one of the activities, my shirt must have rode up in the back and he saw the waistband of my diaper.  He yelled to everyone in the group that I was wearing a diaper and started giving me a hard time.  I told him it was a medical condition, a private issue, something he shouldn't tell others about, etc.  I don't think the rest of kids cared at all, but this kid was hung up on it.  Almost a year has passed since that incident, but he somehow brings it up almost every time I see him.  The worst is when we are around other people and I just have to play it off like ""kids say the darnest things"".  Just this week, as a large group of people were leaving the club he yelled out that I was wearing a diaper.  

I try to be stern and tell them that it is unacceptable, but it doesn't seem to do much good.  I am a scout leader and have no problem being an authority figure and the troop respects me just fine.  It is so frustrating that I cannot get through to this kid to keep it shut.  Anyone else ever deal with this?  Any suggestions?",0,1,When someone knows that shouldn't
43,2,NO,"Thu, Sep  1 '16 at 10:05PM EDT",Sylvia,Talk to his parents?  They may have no idea what he's doing.,0,1,When someone knows that shouldn't
37,3,NO,"Thu, Sep  1 '16 at 11:05PM EDT",anita,"I agree with Sylvia, talk to his parents.  This child sounds like he is disrespectful.  Good luck.let us know how it goes.  This group is very supportive.",0,1,When someone knows that shouldn't
10,4,NO,"Thu, Sep  1 '16 at 11:27PM EDT",stonne168,"I thought about speaking with the parents, but overall they allow his behavior.  He is an only child and his parents had him later in life.  He is spoiled beyond belief.  Also, I just can't think of a good way to approach it.  In my mind I sound so juvenile as a 30 year old man saying: Can you please ask your son to stop making fun of me for wearing diapers and telling others about it?  It's not like anything he says gets to me or makes me feel bad about myself, but I just can't stand him announcing it to the world.  And if his parents don't know that I wear diapers, I would rather not inform them.  I have made it this far with only a few people knowing and just don't want to expand that exclusive group.  Even my parents, whom I am extremely close with, don't know.",0,1,When someone knows that shouldn't
10,5,NO,"Thu, Sep  1 '16 at 11:38PM EDT",stonne168,"But thank you for the suggestion.  I'm not sure there really is a better solution than that.  I may just have to not interact with him and tell him if he wants to spend time with me, he will have to be more respectful.",0,1,When someone knows that shouldn't
103,6,NO,"Thu, Sep  1 '16 at 11:40PM EDT",MikeJames,Some people shouldn't have kids.  Id tan my kids hide if he ever did that.,0,1,When someone knows that shouldn't
37,7,NO,"Thu, Sep  1 '16 at 11:52PM EDT",Debbie,"I am an only child--no brothers, sisters have I.  This brat makes us only children sound bad.  We're not.
Super-brat has no respect for himself or others.  Bullies should be took out to the woodshed for some learnin'.  Mainly, the palm of a hand slapped on his backside.",3,1,When someone knows that shouldn't
82,8,NO,"Fri, Sep  2 '16 at 12:06AM EDT",NoCans,"I would address it, but tell the parents he keeps on talking about your underwear and you don't think it is appropriate. Maybe ask if he family issues or something. I wouldnt say that you wear diapers. When you mix adult diapers and kids I could see that going south real quick. You may have just had the bad fortune of bending over at an inopportune time, but it could easily be misconstrued by the parents as a weird diaper exposing fetish.",0,1,When someone knows that shouldn't
25,9,NO,"Fri, Sep  2 '16 at 2:46AM EDT",Alexandraariche,"I think the kid needs a little disciple,cos u be tried to  talk him out of it.i feel he is just a natty bulling, pls speak with his parents and don't let him be a bone in ur throat. You already have what you are dealing with and don't need extra baggage",0,1,When someone knows that shouldn't
37,10,NO,"Fri, Sep  2 '16 at 3:23AM EDT",msuspartan,"Quote:Originally Posted by Alexandraarichedon't let him be a bone in ur throat.

It's interesting to learn the idioms of other cultures.  In English the usual expression is, ""a thorn in your side"".  Both expressions convey the same meaning, but the cultural influence is fascinating.",0,1,When someone knows that shouldn't
25,11,NO,"Fri, Sep  2 '16 at 3:59AM EDT",Alexandraariche,"Quote:Originally Posted by msuspartanQuote:Originally Posted by Alexandraarichedon't let him be a bone in ur throat.

It's interesting to learn the idioms of other cultures.  In English the usual expression is, ""a thorn in your side"".  Both expressions convey the same meaning, but the cultural influence is fascinating.",0,1,When someone knows that shouldn't
25,12,NO,"Fri, Sep  2 '16 at 4:00AM EDT",Alexandraariche,Interesting i know am not here by mistake and i am going to learn alot.   ,1,1,When someone knows that shouldn't
103,13,NO,"Fri, Sep  2 '16 at 11:19AM EDT",MikeJames,"@NoCans....I doubt most people know about diaper fetishes.  I had no idea it was a thing until I became incontinent and stumbled upon it on various forums.  It was quite surprising to me.  A little strange but as far as kinks and fetishes go, not the wors",2,1,When someone knows that shouldn't
103,14,NO,"Fri, Sep  2 '16 at 11:23AM EDT",MikeJames,"I'd add...if that doesn't work, and if he's really announcing this so loudly then obviously everyone there including the director of the program knows you wear diapers.  Talk to him/her.  They should have to power to bounce the brat out of the program.

Good luck...hope you keep us updated.",1,1,When someone knows that shouldn't
82,15,NO,"Fri, Sep  2 '16 at 5:35PM EDT",andy1050,"I'm not around kids, have not experienced any unwanted comments that I'm aware of...and I've been very careful to find ways to
cover in avoiding this kind of 'exposure'.  It's very personal, I know.   

Keeping to the principle:  'Few are the wiser'.  Suits me just fine.",0,1,When someone knows that shouldn't
34,16,NO,"Sat, Sep  3 '16 at 9:34AM EDT",archerstaley,"I am a coach and a teacher. Finally started teaching high school this year after three years of teaching middle school. (Middle schoolers are the hardest) I had a similar problem with a student. Because she didn't like me, when she found out I wear adult diapers, she broadcasted it to the school, student body and other parents. It's crazy what a 12 year old will do and say to be mean and disrespectful. She did try to spin it as me being into something weird and her parents even reported me to the principle. 
She told her orients I was looking at word things and naked people on my computer with them in the classroom. (Never have at any time) 
I had to meet with the principle, superintendent and school board to explain myself. When I refused to in front of a gym full of parents I was threatened with firing from the school board. The administration was very supportive and explained to the school board president what all this was. After that the school board came to my defense. I was not happy having everyone know of my medical issues, but in the end it created more understanding and exposed this student for the bully and problem she was. 
Now I teach regardless of students knowing about it or not. I have even had a few students that struggle with incontinence talk to me about it. Even helped a girl talk to her parents about it. 
Point is, it was degrading, embarrassing and depressing what I went through. But on the other side of it now, it has now have helped so many and created a culture of understanding in our small community.",5,1,When someone knows that shouldn't
103,17,NO,"Tue, Sep  6 '16 at 2:50PM EDT",MikeJames,"Archer, sorry that happened to you.  Kids can be so cruel.  It's hard to understand how parents can raise such cretans.  I'm glad that the school eventually took your side, but it's unfortunate that your personal medical condition had to be exposed to so many.  I don't know why so many parents fail to teach basic principles of respect and integrity to their kids.  That brat should have been expelled but I'm sure she probably wasn't.",0,1,When someone knows that shouldn't
34,18,NO,"Fri, Sep  9 '16 at 1:05PM EDT",archerstaley,"She wasn't but I never dealt with her again after. 
Her parents never talked to me. They went right to the school board. Because non-interaction and passive aggressive blame is how the school system is now.",1,1,When someone knows that shouldn't
10,19,NO,"Sun, Sep  11 '16 at 9:52PM EDT",stonne168,"Thanks for all the great input.  I did speak to his father and just stated in general that his son was being a distraction to the program and was being inappropriate at times.  He must have had a decent chat with the boy as he was much more respectful when I was there earlier this week.  When he did get a little rammy and was carrying on about something, his dad stepped in.  We'll see how it goes from here.",1,1,When someone knows that shouldn't
37,20,NO,"Sun, Sep  11 '16 at 11:39PM EDT",msuspartan,That's good news.  At least the dad is stepping up.,0,1,When someone knows that shouldn't
34,21,NO,"Mon, Apr  10 '17 at 9:33AM EDT",Petejc,"Life is tricky and when you have a disability it's even more so, but it is how we react to these situations that shapes us and others around us. We all struggle with how to deal with this by ourselves and with others who either we've told or found out some how. Education is the key to most things in life, it takes a lot of strength to educate ourselves and accept who we are and even more strength to educate others and as painful as it can be we must help others understand and realize this is a medical need just as a medicine is for diabetes. I still can't come to grips with telling my kids but I don't see the need to either at this point but I do enforce respect to all no matter there situation.",1,1,When someone knows that shouldn't
13,1,YES,"Sun, Feb  28 '16 at 10:21AM EST",AtlantaGuy41,When do you think is the best time to tell people about wearing diapers when dating? I just told a guy on our third date prior to being intimate and it didn't go well. I can't figure out whether to be upfront or to wait.,0,1,When to tell others
85,2,NO,"Sun, Feb  28 '16 at 10:28AM EST",Benfrank,"I would say when they need to know or would otherwise find out on their own like when it's getting more intimate or there's some reason they would see your underwear. Or another great time is if they open up about their own medical issues or things that make them vulnerable. Taking a stance like ""I understand, I have to wear diapers and that makes me feel the same way"" something like that. Because you are saying that to support them they have more self interest to be understanding towards you.",2,1,When to tell others
10,3,NO,"Sun, Feb  28 '16 at 10:32AM EST",Danman,"I really don't think that there's a single, good, one-size-fits-all answer to that question. It depends on so many factors, involving you (How severe is your incontinence? Do you have other medical conditions? How ashamed are you of your condition? When does it affect you? etc.) and, of course, them. It is probably best to bring it up in a long conversation to test the waters, and remember: given the current stigma, some people may never be accepting, while even in the best circumstances, there will be plenty of questions.",1,1,When to tell others
28,4,NO,"Sun, Feb  28 '16 at 1:34PM EST",Skinnyb,"Every situation is different, but as for dating, I would be open and up front about it, no one likes a 'Surprise"" like incontinence can be, along with an uncomfortable topic of discussion for many!",1,1,When to tell others
58,5,NO,"Sun, Feb  28 '16 at 3:10PM EST",PBJ32,"I don't have a standard answer for this as I was married and way out of the dating world when this began. I have told a few friends and other family when I felt like the time was right. I think you just know when you are comfortable enough with people to reveal something like this. None of the people I have told have reacted in a negative way. All have been very ""matter of fact"" about it, and it hasn't seemed to change things. Have had a few gay friends come out of the closet to me and our circle of friends. It has always been regarded as ""well, whatever, it doesn't really change anything between us"" attitude much like revealing bladder problems. ""It is what it is"" best of luck.",1,1,When to tell others
76,6,NO,"Sun, Feb  28 '16 at 9:34PM EST",Patrick,"To tell or not to tell, and when to tell are questions that have not occurred to me.  My family assisted me through some six urological surgeries, including the sphincterotomy that left me incontinent.  My neighbors watched visiting nurses come and go after those surgeries; they asked questions, and neither my wife nor I lied.  They see my laundered diapers hanging outside in good weather.  Incontinence is simply understood as one part of who I am; hiding it was never possible.  If the stigma was operating here, my neighbors have been polite enough to avoid mentioning it.  I have a brain injury, a brain tumor, and a bi-lateral inner ear disease, which together make me walk like a drunk and fall occasionally.  That does arrest by-standers' attention, and is occasionally the talk of the neighbors.  If incontinence is as much a part of who you are, informing others can come naturally, rather than being the star of a carefully-prepared production, which gives the stigma more power than it really has.",2,1,When to tell others
31,7,NO,"Mon, Feb  29 '16 at 10:40AM EST",Bobby103,Maybe you should get to know someone WELL before jumping into bed with them.,1,1,When to tell others
7,8,NO,"Mon, Feb  29 '16 at 3:57PM EST",Dependsareok,"Im 56, 6'-0"", 190, fit, atractive,straight, white. I know, wierd profile name. Maybe this help you understand.
When in H.S I met a girl and it wasn't long on finding out why we were the only 2 sitting out swimming class and we became friends. I was on track team, she played on the tennis team. She used to hide the diapers while playing tennis with pantyhose and those briefs with the lace around legs and rows of lace on back. It was such a pretty look. It didnt matter because everyone else were wearing the same ruffled panties and nobody could tell my friend was wearing diapers. You dont see the look anymore, wish that fashion would make a comeback.
Anyway she graduated college and moved away. I have dated girls that did not wear them and because I wear them it just doesn't seem as comfortable a relationship as me being with someone similar. Maybe the girl for me is a Square Dance Girl with UI . I dont know how to square dance at this point but am willing to learn",0,1,When to tell others
4,9,NO,"Thu, Jun  2 '16 at 9:58PM EDT",RRRN,"As others have said, I guess I see this as something that's pretty personal and would be disclosed at the same point in a relationship where you were comfortable telling someone intimate life details like awkward sexual experiences, total number of sexual partners, life altering episodes of fecal incontinence (as in a pool, school or restaurant had to be shut down and you moved away afterwards), any prescription medication you are taking or past medical history. Some people, even those who are married, never get to the point where any of those conversations come up in their lifetimes, and that's ok. Less can definitely be more. Do we really need to KNOW everything about each other's most intimate personal habits? In other words, if it comes up, it comes up. Don't hide it, but don't offer it randomly either. If it comes up, discuss it normally, because it is normal, for you. Unless it's contagious or illegal I don't feel any of these things are part of normal disclosure. I guess as a woman my opinion is different because we're used to hiding our ""feminine products"" for life? Do you feel the need to tell a partner if you have a preference for pads vs tampons when you have your period? Exactly! 

We're adults and if we have external fluid challenges, or urinary incontinence, we wear pads or disposable undergarments. Presentation and correct terminology is everything. You are in control of perception. To me, referring to ""diapers"" or ""pee"" would only be appropriate when discussing babies, not adults.

The only exception to my personal opinion is if you're into urine or infantilism sexually, as in a fetish type of nature. Then yes, you should mention that. Not judging but wanted to mention it because this site/forum is definitely not a place for that.",0,1,When to tell others
28,10,NO,"Sun, Oct  23 '16 at 8:56PM EDT",jeffswet,"I have had to tell dates with whom I appear to be getting serious that I don't always wear normal underwear. (Now it has come to the point that I never do...)So far, it hasn't altered the direction of any relationships, but I have been off the dating scene for quite a while, so I don't know what would happen if I met someone I really liked tomorrow. Time will tell, I guess. I guess I should be glad that no one has ever misinterpreted it as meaning that I wear woman's underwear...",0,1,When to tell others
28,11,NO,"Sun, Oct  23 '16 at 10:23PM EDT",jeffswet,"Quote:Originally Posted by jeffswetI have had to tell dates with whom I appear to be getting serious that I don't always wear normal underwear. (Now it has come to the point that I never wear normal underwear...)So far, it hasn't altered the direction of any relationships, but I have been off the dating scene for quite a while, so I don't know what would happen if I met someone I really liked tomorrow. Time will tell, I guess. I guess I should be glad that no one has ever misinterpreted it as meaning that I wear woman's underwear...",0,1,When to tell others
103,12,NO,"Wed, Oct  26 '16 at 4:14PM EDT",MikeJames,"I think you know when you need to tell people.  My incon started with bedwetting first and I hadn't told my wife for quite a while.  I usually would wake mid stream and could stop before getting the bed wet.  Also when she was pregnant with our son she started sleeping on the couch and still does many nights.  However one night when she was in bed with me I totally soaked it.  I had to tell her.  From that night on, it seemed to just get worse and worse and more and more often and I couldn't hide it at all.  She was very supportive of everything, even my decision to manage with diapers.  No one else knows or needs to know.",0,1,When to tell others
