Problem/Soltuion,Number,hkroger,snehal,eschare,# Category, Category
Solution,1838.3,1,1,0,3c,Caregiver Wellbeing
Problem,1839,1,1,1,1a,Emotions of the Care Giver
Solution,1839.1,1,1,1,2a,Info Sources
Problem,1840,*,*,*,*,*
Solution,1840.1,1,1,1,1a,Contact Professional For Assitance
Problem,1841,1,1,1,6f,Symptoms
Solution,1841.1,1,0,1,2a,Info Sources
Problem,1842,1,1,1,9h,Doctors and Nursing Homes
Problem,1843,*,*,*,*,*
Solution,1843.1,1,1,0,3a,Caregiver Wellbeing
Problem,1844,1,1,0,10b,General Information
Solution,1844.1,1,1,0,3a,Caregiver Wellbeing
Solution,1844.2,1,1,0,3c,Caregiver Wellbeing
Solution,1844.3,1,1,0,3c,Caregiver Wellbeing
Solution,1844.4,1,1,0,3c,Caregiver Wellbeing
Solution,1844.5,1,1,0,3c,Caregiver Wellbeing
Solution,1844.6,1,1,0,3c,Caregiver Wellbeing
Solution,1844.7,1,1,0,3c,Caregiver Wellbeing
Solution,1844.8,1,1,0,3c,Caregiver Wellbeing
Solution,1844.9,1,1,0,3c,Caregiver Wellbeing
Solution,1844.10,1,1,1,3a,Caregiver Wellbeing
Problem,1845,1,0,1,3d,Basic Hygiene
Solution,1845.1,1,1,0,3a,Caregiver Wellbeing
Solution,1845.2,0,1,1,3a,Caregiver Wellbeing
Problem,1846,1,1,1,9f,Doctors and Nursing Homes
Solution,1846.1,1,1,0,3a,Caregiver Wellbeing
Solution,1846.2,1,1,1,3c,Caregiver Wellbeing
Problem,1847,1,1,1,7d,Physical Saftey
Solution,1847.1,1,0,1,7a,Safety
Solution,1847.2,1,1,0,7a,Safety
Solution,1847.3,1,1,1,2a,Info Sources
Problem,1848,*,*,*,*,*
Problem,1849,1,1,1,7c,Physical Saftey
Solution,1849.1,1,1,0,3c,Caregiver Wellbeing
Problem,1850,1,1,1,7c,Physical Saftey
Problem,1851,1,1,1,10a,General Information
Solution,1851.1,1,1,1,3a,Caregiver Wellbeing
Problem,1852,1,0,1,6i,Symptoms
Solution,1852.1,1,1,0,3c,Caregiver Wellbeing
Solution,1852.2,1,1,1,3c,Caregiver Wellbeing
Solution,1852.3,1,1,1,3a,Caregiver Wellbeing
Problem,1853,1,0,1,9c,Doctors and Nursing Homes
Solution,1853.1,0,1,1,3a,Caregiver Wellbeing
Solution,1853.2,0,1,1,3a,Caregiver Wellbeing
Problem,1854,0,1,1,9a,Doctors and Nursing Homes
Solution,1854.1,*,*,*,*,*
Solution,1854.2,*,*,*,*,*
Problem,1855,1,1,1,10a,General Information
Solution,1855.1,1,1,1,1a,Contact Professional For Assitance
Problem,1856,0,1,1,9a,Doctors and Nursing Homes
Solution,1856.1,1,1,0,5e,Doctor Consultations
Solution,1856.2,1,0,1,2a,Info Sources
Solution,1856.3,*,*,*,*,*
Problem,1857,1,1,0,6a,Symptoms
Solution,1857.1,0,1,1,4b,Strategies to handle the patient
Problem,1858,1,0,1,5g,Legal Financial
Solution,1858.1,1,0,1,1a,Contact Professional For Assitance
Problem,1859,1,1,0,2a,Conflicts
Solution,1859.1,1,1,1,3a,Caregiver Wellbeing
Solution,1859.2,1,1,1,3a,Caregiver Wellbeing
Solution,1859.3,*,*,*,*,*
Problem,1860,1,0,1,2d,Conflicts
Solution,1860.1,1,0,1,1a,Contact Professional For Assitance
Problem,1861,1,0,1,10a,General Information
Solution,1861.1,*,*,*,*,*
Problem,1862,1,0,1,3c,Basic Hygiene
Solution,1862.1,*,*,*,*,*
Solution,1862.2,1,1,1,2a,Info Sources
Problem,1863,0,1,1,9a,Doctors and Nursing Homes
Solution,1863.1,1,1,0,3a,Caregiver Wellbeing
Solution,1863.2,*,*,*,*,*
Problem,1864,1,1,0,5d,Legal Financial
Solution,1864.1,1,0,1,2a,Info Sources
Solution,1864.2,1,1,1,3c,Caregiver Wellbeing
Solution,1864.3,1,1,1,3c,Caregiver Wellbeing
Solution,1864.4,1,0,1,1d,Contact Professional For Assitance
Problem,1865,1,1,0,5d,Legal Financial
Problem,1866,1,1,0,9f,Doctors and Nursing Homes
Solution,1866.1,1,1,0,3a,Caregiver Wellbeing
Problem,1867,*,*,*,*,*
Solution,1867.1,1,1,0,3a,Caregiver Wellbeing
Problem,1868,1,1,1,4b,Medicines
Solution,1868.1,1,1,1,2a,Info Sources
Problem,1869,*,*,*,*,*
Solution,1869.1,1,1,0,2a,Info Sources
Problem,1870,*,*,*,*,*
Solution,1870.1,1,1,1,5a,Doctor Consultations
Solution,1870.2,1,1,1,5a,Doctor Consultations
Problem,1871,1,0,1,6j,Symptoms
Solution,1871.1,1,0,1,2a,Info Sources
Solution,1871.2,1,1,1,3a,Caregiver Wellbeing
Problem,1872,1,0,1,6b,Symptoms
Solution,1872.1,1,1,1,5a,Doctor Consultations
Problem,1873,0,1,1,6e,Symptoms
Solution,1873.1,*,*,*,*,*
Solution,1873.2,1,1,0,3c,Caregiver Wellbeing
Problem,1874,1,1,0,10b,General Information
Solution,1874.1,1,1,1,3a,Caregiver Wellbeing
Solution,1874.2,1,1,1,3a,Caregiver Wellbeing
Solution,1874.3,1,1,0,3a,Caregiver Wellbeing
Solution,1874.4,0,1,1,3a,Caregiver Wellbeing
Solution,1874.5,1,1,1,3a,Caregiver Wellbeing
Solution,1874.6,1,1,1,3a,Caregiver Wellbeing
Problem,1875,1,1,1,9d,Doctors and Nursing Homes
Solution,1875.1,1,1,1,3a,Caregiver Wellbeing
Problem,1876,1,1,0,6f,Symptoms
Solution,1876.1,*,*,*,*,*
Problem,1877,1,1,0,6g,Symptoms
Solution,1877.1,1,1,1,3a,Caregiver Wellbeing
Problem,1878,1,1,1,6k,Symptoms
Solution,1878.1,1,1,1,2a,Info Sources
Problem,1879,1,1,1,4a,Medicines
Solution,1879.1,*,*,*,*,*
Problem,1880,0,1,1,4b,Medicines
Solution,1880.1,1,1,1,3a,Caregiver Wellbeing
Solution,1880.2,1,1,1,3a,Caregiver Wellbeing
Solution,1880.3,1,1,1,3a,Caregiver Wellbeing
Solution,1880.4,1,1,1,3a,Caregiver Wellbeing
Solution,1880.5,*,*,*,*,*
Problem,1881,1,1,1,5d,Legal Financial
Solution,1881.1,1,1,1,1c,Contact Professional For Assitance
Solution,1881.2,1,0,1,1a,Contact Professional For Assitance
Problem,1882,1,1,1,5c,Legal Financial
Solution,1882.1,1,1,1,3a,Caregiver Wellbeing
Solution,1882.2,1,1,0,1c,Contact Professional For Assitance
Problem,1883,1,1,1,6a,Symptoms
Solution,1883.1,1,1,1,2a,Info Sources
Solution,1883.2,1,1,1,5e,Doctor Consultations
Problem,1884,1,1,1,2d,Conflicts
Solution,1884.1,0,1,1,3a,Caregiver Wellbeing
Solution,1884.2,1,1,0,3a,Caregiver Wellbeing
Problem,1885,*,*,*,*,*
Solution,1885.1,*,*,*,*,*
Problem,1886,1,1,0,6b,Symptoms
Solution,1886.1,1,1,1,5a,Doctor Consultations
Problem,1887,1,1,1,7a,Physical Saftey
Solution,1887.1,1,1,1,7a,Safety
Solution,1887.2,1,1,1,7a,Safety
Problem,1888,1,1,1,4a,Medicines
Solution,1888.1,1,1,0,5a,Doctor Consultations
Solution,1888.2,0,1,1,3a,Caregiver Wellbeing
Problem,1889,1,1,1,6c,Symptoms
Solution,1889.1,0,1,1,3c,Caregiver Wellbeing
Solution,1889.2,*,*,*,*,*
Solution,1889.3,*,*,*,*,*
Problem,1890,1,1,1,7d,Physical Saftey
Solution,1890.1,1,1,1,2a,Info Sources
Solution,1890.2,1,1,0,2a,Info Sources
Solution,1890.3,*,*,*,*,*
Problem,1891,1,0,1,1d,Emotions of the Care Giver
Solution,1891.1,*,*,*,*,*
Solution,1891.2,1,1,0,3a,Caregiver Wellbeing
Problem,1892,*,*,*,*,*
Solution,1892.1,1,1,0,5d,Doctor Consultations
Solution,1892.2,1,1,1,3a,Caregiver Wellbeing
Solution,1892.3,1,1,1,3a,Caregiver Wellbeing
Problem,1893,1,0,1,8e,Ethics
Solution,1893.1,*,*,*,*,*
Solution,1893.2,1,1,1,2a,Info Sources
Problem,1894,1,1,1,4a,Medicines
Solution,1894.1,1,1,0,3c,Caregiver Wellbeing
Solution,1894.2,1,1,1,2a,Info Sources
Problem,1895,1,1,1,5a,Legal Financial
Solution,1895.1,1,0,1,1c,Contact Professional For Assitance
Problem,1896,*,*,*,*,*
Solution,1896.1,*,*,*,*,*
Solution,1896.2,*,*,*,*,*
Problem,1897,0,1,1,1a,Emotions of the Care Giver
Solution,1897.1,0,1,1,3b,Caregiver Wellbeing
Solution,1897.2,*,*,*,*,*
Solution,1897.3,0,1,1,8c,Home Care/Nursing Homes
Problem,1898,1,1,0,2e,Conflicts
Solution,1898.1,1,1,0,3a,Caregiver Wellbeing
Problem,1899,*,*,*,*,*
Solution,1899.1,1,0,1,5b,Doctor Consultations
Problem,1900,1,1,1,6g,Symptoms
Solution,1900.1,1,0,1,2a,Info Sources
Problem,1901,1,0,1,6f,Symptoms
Solution,1901.1,1,1,1,3c,Caregiver Wellbeing
Solution,1901.2,1,1,0,7a,Safety
Solution,1901.3,1,1,0,7a,Safety
Solution,1901.4,1,1,1,3c,Caregiver Wellbeing
Solution,1901.5,1,1,0,4b,Strategies to handle the patient
Problem,1902,*,*,*,*,*
Solution,1902.1,1,1,0,3a,Caregiver Wellbeing
Problem,1903,1,1,1,3c,Basic Hygiene
Solution,1903.1,1,1,1,9c,Personal Care
Solution,1903.2,1,1,1,5a,Doctor Consultations
Problem,1904,1,1,1,3c,Basic Hygiene
Solution,1904.1,1,1,1,2a,Info Sources
Problem,1905,*,*,*,*,*
Solution,1905.1,1,0,1,1a,Contact Professional For Assitance
Problem,1906,1,0,1,9c,Doctors and Nursing Homes
Solution,1906.1,1,1,0,8e,Home Care/Nursing Homes
Problem,1907,1,1,1,2d,Conflicts
Solution,1907.1,*,*,*,*,*
Problem,1908,*,*,*,*,*
Solution,1908.1,1,1,0,3c,Caregiver Wellbeing
Problem,1909,1,1,1,5d,Legal Financial
Solution,1909.1,0,1,1,3c,Caregiver Wellbeing
Solution,1909.2,1,1,1,3a,Caregiver Wellbeing
Solution,1909.3,1,1,1,3a,Caregiver Wellbeing
Solution,1909.4,1,0,1,1a,Contact Professional For Assitance
Problem,1910,*,*,*,*,*
Solution,1910.1,1,1,0,3c,Caregiver Wellbeing
Solution,1910.2,1,1,0,1a,Contact Professional For Assitance
Problem,1911,1,0,1,5e,Legal Financial
Solution,1911.1,*,*,*,*,*
Problem,1912,*,*,*,*,*
Solution,1912.1,1,0,1,5a,Doctor Consultations
Problem,1913,*,*,*,*,*
Solution,1913.1,1,1,0,3c,Caregiver Wellbeing
Solution,1913.2,*,*,*,*,*
Problem,1914,*,*,*,*,*
Solution,1914.1,1,1,1,3a,Caregiver Wellbeing
Problem,1915,1,1,1,2a,Conflicts
Problem,1916,0,1,1,1d,Emotions of the Care Giver
Solution,1916.1,1,1,0,3c,Caregiver Wellbeing
Problem,1917,1,1,1,5g,Legal Financial
Solution,1917.1,1,1,1,1d,Contact Professional For Assitance
Problem,1918,1,1,0,9f,Doctors and Nursing Homes
Solution,1918.1,*,*,*,*,*
Problem,1919,1,0,1,1d,Emotions of the Care Giver
Solution,1919.1,1,1,1,2a,Info Sources
Problem,1920,1,1,1,4a,Medicines
Solution,1920.1,1,1,0,3c,Caregiver Wellbeing
Solution,1920.2,1,1,0,3c,Caregiver Wellbeing
Solution,1920.3,1,1,1,3c,Caregiver Wellbeing
Solution,1920.4,1,1,0,5a,Doctor Consultations
Solution,1920.5,1,1,1,3c,Caregiver Wellbeing
Problem,1921,*,*,*,*,*
Solution,1921.1,1,0,1,5a,Doctor Consultations
Solution,1921.2,*,*,*,*,*
Problem,1922,*,*,*,*,*
Solution,1922.1,1,1,0,2a,Info Sources
Problem,1923,*,*,*,*,*
Solution,1923.1,0,1,1,3a,Caregiver Wellbeing
Problem,1924,0,1,1,8d,Ethics
Solution,1924.1,*,*,*,*,*
Solution,1924.2,1,1,0,3c,Caregiver Wellbeing
Problem,1925,0,1,1,5e,Legal Financial
Solution,1925.1,1,1,1,3a,Caregiver Wellbeing
Solution,1925.2,1,0,1,1c,Contact Professional For Assitance
Solution,1925.3,1,0,1,1a,Contact Professional For Assitance
Problem,1926,1,1,1,10a,General Information
Solution,1926.1,1,1,1,2a,Info Sources
Problem,1927,1,0,1,1b,Emotions of the Care Giver
Solution,1927.1,1,1,1,1a,Contact Professional For Assitance
Problem,1928,*,*,*,*,*
Solution,1928.1,1,0,1,1a,Contact Professional For Assitance
Problem,1929,1,1,1,10a,General Information
Solution,1929.1,1,1,0,3c,Caregiver Wellbeing
Solution,1929.2,*,*,*,*,*
Problem,1930,0,1,1,5g,Legal Financial
Solution,1930.1,1,0,1,1a,Contact Professional For Assitance
Problem,1931,*,*,*,*,*
Solution,1931.1,1,0,1,5a,Doctor Consultations
Problem,1932,*,*,*,*,*
Solution,1932.1,1,1,1,3a,Caregiver Wellbeing
Solution,1932.2,1,1,1,3a,Caregiver Wellbeing
Problem,1933,*,*,*,*,*
Solution,1933.1,*,*,*,*,*
Problem,1934,1,1,0,2e,Conflicts
Solution,1934.1,*,*,*,*,*
Problem,1935,*,*,*,*,*
Solution,1935.1,1,1,1,1a,Contact Professional For Assitance
Problem,1936,1,1,1,6c,Symptoms
Solution,1936.1,1,1,1,3c,Caregiver Wellbeing
Problem,1937,1,0,1,9a,Doctors and Nursing Homes
Solution,1937.1,*,*,*,*,*
Problem,1938,1,1,0,10a,General Information
Solution,1938.1,1,1,1,1a,Contact Professional For Assitance
Problem,1939,1,1,0,9h,Doctors and Nursing Homes
Solution,1939.1,0,1,1,8a,Home Care/Nursing Homes
Problem,1940,1,1,1,4a,Medicines
Solution,1940.1,*,*,*,*,*
Problem,1941,1,1,1,3c,Basic Hygiene
Solution,1941.1,1,1,0,3a,Caregiver Wellbeing
Solution,1941.2,1,1,1,2a,Info Sources
Problem,1942,1,1,1,9a,Doctors and Nursing Homes
Solution,1942.1,1,1,1,8e,Home Care/Nursing Homes
Solution,1942.2,0,1,1,3a,Caregiver Wellbeing
Problem,1943,1,1,1,6b,Symptoms
Solution,1943.1,1,0,1,1a,Contact Professional For Assitance
Problem,1944,1,0,1,6n,Symptoms
Solution,1944.1,1,1,0,1a,Contact Professional For Assitance
Solution,1944.2,1,1,1,3a,Caregiver Wellbeing
Problem,1945,*,*,*,*,*
Solution,1945.1,1,1,1,3c,Caregiver Wellbeing
Solution,1945.2,1,1,0,8h,Home Care/Nursing Homes
Problem,1946,*,*,*,*,*
Solution,1946.1,*,*,*,*,*
Problem,1947,1,0,1,6n,Symptoms
Solution,1947.1,0,1,1,3a,Caregiver Wellbeing
Problem,1948,1,1,1,9a,Doctors and Nursing Homes
Solution,1948.1,1,1,0,3a,Caregiver Wellbeing
Problem,1949,1,1,0,9a,Doctors and Nursing Homes
Solution,1949.1,1,0,1,1a,Contact Professional For Assitance
Problem,1950,*,*,*,*,*
Solution,1950.1,1,1,1,5b,Doctor Consultations
Problem,1951,1,1,0,10a,General Information
Solution,1951.1,1,1,0,3a,Caregiver Wellbeing
Problem,1952,1,1,1,8c,Ethics
Solution,1952.1,*,*,*,*,*
Solution,1952.2,1,0,1,4f,Strategies to handle the patient
Problem,1953,1,1,0,10b,General Information
Solution,1953.1,1,0,1,2a,Info Sources
Problem,1954,*,*,*,*,*
Solution,1954.1,0,1,1,3a,Caregiver Wellbeing
Problem,1955,1,1,1,10a,General Information
Solution,1955.1,1,1,1,3a,Caregiver Wellbeing
Problem,1956,0,1,1,3f,Basic Hygiene
Solution,1956.1,*,*,*,*,*
Problem,1957,1,1,1,6e,Symptoms
Solution,1957.1,1,1,1,3c,Caregiver Wellbeing
Solution,1957.2,1,1,0,3a,Caregiver Wellbeing
Problem,1958,1,1,0,8i,Ethics
Solution,1958.1,1,0,1,3a,Caregiver Wellbeing
Solution,1958.2,1,1,1,3a,Caregiver Wellbeing
Problem,1959,*,*,*,*,*
Solution,1959.1,1,1,1,3a,Caregiver Wellbeing
Solution,1959.2,1,0,1,3a,Caregiver Wellbeing
Solution,1959.3,*,*,*,*,*
Problem,1960,0,1,1,4a,Medicines
Solution,1960.1,1,0,1,5a,Doctor Consultations
Problem,1961,1,0,1,6k,Symptoms
Solution,1961.1,1,1,1,2a,Info Sources
Solution,1961.2,1,1,1,2a,Info Sources
Solution,1961.3,0,1,1,3d,Caregiver Wellbeing
Problem,1962,1,1,1,10a,General Information
Solution,1962.1,1,1,0,2a,Info Sources
Problem,1963,1,0,1,3c,Basic Hygiene
Solution,1963.1,1,0,1,2a,Info Sources
Problem,1964,1,1,1,8d,Ethics
Problem,1965,1,0,1,6a,Symptoms
Solution,1965.1,0,1,1,4b,Strategies to handle the patient
Solution,1965.2,*,*,*,*,*
Problem,1966,1,0,1,6a,Symptoms
Problem,1967,1,1,1,9e,Doctors and Nursing Homes
Solution,1967.1,1,1,0,2a,Info Sources
Solution,1967.2,1,0,1,1c,Contact Professional For Assitance
Problem,1968,1,1,0,6g,Symptoms
Solution,1968.1,*,*,*,*,*
Solution,1968.2,0,1,1,8c,Home Care/Nursing Homes
Problem,1969,*,*,*,*,*
Solution,1969.1,1,1,1,3c,Caregiver Wellbeing
Solution,1969.2,1,1,1,3a,Caregiver Wellbeing
Problem,1970,*,*,*,*,*
Solution,1970.1,0,1,1,3b,Caregiver Wellbeing
Problem,1971,1,1,1,6c,Symptoms
Solution,1971.1,1,1,1,5a,Doctor Consultations
Problem,1972,1,1,1,4b,Medicines
Solution,1972.1,1,1,0,3c,Caregiver Wellbeing
Solution,1972.2,0,1,1,3c,Caregiver Wellbeing
Solution,1972.3,*,*,*,*,*
Problem,1973,1,1,1,6b,Symptoms
Solution,1973.1,1,0,1,5a,Doctor Consultations
Solution,1973.2,1,0,1,1a,Contact Professional For Assitance
Problem,1974,1,1,1,5c,Legal Financial
Solution,1974.1,1,1,1,3a,Caregiver Wellbeing
Solution,1974.2,0,1,1,3a,Caregiver Wellbeing
Problem,1975,*,*,*,*,*
Solution,1975.1,0,1,1,3a,Caregiver Wellbeing
Solution,1975.2,1,1,1,5e,Doctor Consultations
Solution,1975.3,1,1,0,3c,Caregiver Wellbeing
Solution,1975.4,0,1,1,3b,Caregiver Wellbeing
Problem,1976,1,1,1,1a,Emotions of the Care Giver
Solution,1976.1,1,1,1,3c,Caregiver Wellbeing
Solution,1976.2,1,0,1,1a,Contact Professional For Assitance
Solution,1976.3,0,1,1,3a,Caregiver Wellbeing
Problem,1977,1,0,1,10a,General Information
Solution,1977.1,*,*,*,*,*
Problem,1978,1,0,1,9h,Doctors and Nursing Homes
Solution,1978.1,1,1,0,5a,Doctor Consultations
Solution,1978.2,1,0,1,2a,Info Sources
Problem,1979,1,1,1,6a,Symptoms
Solution,1979.1,*,*,*,*,*
Solution,1979.2,1,0,1,1a,Contact Professional For Assitance
Problem,1980,1,0,1,4a,Medicines
Solution,1980.1,*,*,*,*,*
Solution,1980.2,*,*,*,*,*
Solution,1980.3,0,1,1,5a,Doctor Consultations
Problem,1981,1,1,1,3a,Basic Hygiene
Solution,1981.1,*,*,*,*,*
Solution,1981.2,0,1,1,2a,Info Sources
Problem,1982,1,0,1,7c,Physical Saftey
Solution,1982.1,0,1,1,3a,Caregiver Wellbeing
Problem,1983,1,0,1,7c,Physical Saftey
Solution,1983.1,1,1,1,3a,Caregiver Wellbeing
Problem,1984,1,1,0,2d,Conflicts
Solution,1984.1,0,1,1,3a,Caregiver Wellbeing
Solution,1984.2,1,1,1,2a,Info Sources
Problem,1985,1,1,1,6k,Symptoms
Solution,1985.1,1,0,1,1a,Contact Professional For Assitance
Solution,1985.2,1,1,1,5a,Doctor Consultations
Problem,1986,1,0,1,3c,Basic Hygiene
Solution,1986.1,1,1,0,2a,Info Sources
Problem,1987,1,1,1,1a,Emotions of the Care Giver
Solution,1987.1,*,*,*,*,*
Solution,1987.2,1,1,1,3c,Caregiver Wellbeing
Solution,1987.3,1,1,1,3c,Caregiver Wellbeing
Solution,1987.4,*,*,*,*,*
Solution,1987.5,1,1,0,2a,Info Sources
Problem,1988,1,1,1,6k,Symptoms
Solution,1988.1,1,0,1,4d,Strategies to handle the patient
Solution,1988.2,*,*,*,*,*
Solution,1988.3,1,1,0,3c,Caregiver Wellbeing
Problem,1989,1,1,1,2d,Conflicts
Solution,1989.1,*,*,*,*,*
Problem,1990,1,1,1,9a,Doctors and Nursing Homes
Solution,1990.1,*,*,*,*,*
Problem,1991,1,1,0,2d,Conflicts
Solution,1991.1,1,1,1,3a,Caregiver Wellbeing
Solution,1991.2,1,1,0,2a,Info Sources
Problem,1992,1,1,1,4a,Medicines
Solution,1992.1,1,1,0,3c,Caregiver Wellbeing
Solution,1992.2,1,1,1,3a,Caregiver Wellbeing
Problem,1993,1,1,1,6c,Symptoms
Solution,1993.1,1,0,1,1a,Contact Professional For Assitance
Solution,1993.2,1,1,1,3a,Caregiver Wellbeing
Problem,1994,1,1,1,6f,Symptoms
Solution,1994.1,1,1,1,3c,Caregiver Wellbeing
Solution,1994.2,1,0,1,4f,Strategies to handle the patient
Solution,1994.3,0,1,1,4b,Strategies to handle the patient
Problem,1995,*,*,*,*,*
Solution,1995.1,1,1,1,2a,Info Sources
Problem,1996,*,*,*,*,*
Solution,1996.1,1,1,1,1a,Contact Professional For Assitance
Problem,1997,1,1,1,9c,Doctors and Nursing Homes
Solution,1997.1,1,0,1,8d,Home Care/Nursing Homes
Problem,1998,0,1,1,1a,Emotions of the Care Giver
Solution,1998.1,1,1,0,2a,Info Sources
Problem,1999,0,1,1,2d,Conflicts
Solution,1999.1,*,*,*,*,*
Problem,2000,1,1,1,9h,Doctors and Nursing Homes
Solution,2000.1,0,1,1,3a,Caregiver Wellbeing
Problem,2001,*,*,*,*,*
Solution,2001.1,1,0,1,5b,Doctor Consultations
Problem,2002,0,1,1,6a,Symptoms
Solution,2002.1,1,0,1,1a,Contact Professional For Assitance
Problem,2003,1,1,1,2b,Conflicts
Solution,2003.1,1,0,1,8e,Home Care/Nursing Homes
Problem,2004,1,1,0,2a,Conflicts
Solution,2004.1,1,1,1,1a,Contact Professional For Assitance
Solution,2004.2,1,0,1,2a,Info Sources
Problem,2005,1,1,1,3g,Basic Hygiene
Solution,2005.1,1,1,1,2a,Info Sources
Problem,2006,1,1,1,10a,General Information
Solution,2006.1,1,0,1,1a,Contact Professional For Assitance
Problem,2007,*,*,*,*,*
Solution,2007.1,1,1,1,5a,Doctor Consultations
Problem,2008,1,1,1,6n,Symptoms
Problem,2009,1,0,1,6k,Symptoms
Solution,2009.1,1,0,1,3a,Caregiver Wellbeing
Solution,2009.2,1,1,1,2a,Info Sources
Solution,2009.3,0,1,1,3d,Caregiver Wellbeing
Problem,2010,1,0,1,9h,Doctors and Nursing Homes
Solution,2010.1,1,1,0,3c,Caregiver Wellbeing
Solution,2010.2,*,*,*,*,*
Problem,2011,*,*,*,*,*
Solution,2011.1,1,1,0,3a,Caregiver Wellbeing
Solution,2011.2,1,0,1,2a,Info Sources
Problem,2012,0,1,1,10a,General Information
Solution,2012.1,0,1,1,2a,Info Sources
Problem,2013,1,1,0,5c,Legal Financial
Problem,2014,*,*,*,*,*
Solution,2014.1,1,1,1,3a,Caregiver Wellbeing
Problem,2015,1,1,1,6e,Symptoms
Solution,2015.1,1,1,1,3a,Caregiver Wellbeing
Solution,2015.2,1,1,1,5a,Doctor Consultations
Problem,2016,1,1,1,6a,Symptoms
Solution,2016.1,1,1,1,3c,Caregiver Wellbeing
Solution,2016.2,1,1,1,3c,Caregiver Wellbeing
Solution,2016.3,*,*,*,*,*
Solution,2016.4,1,0,1,1a,Contact Professional For Assitance
Problem,2017,1,0,1,3d,Basic Hygiene
Solution,2017.1,1,1,1,3c,Caregiver Wellbeing
Solution,2017.2,1,0,1,1a,Contact Professional For Assitance
Problem,2018,1,1,1,6h,Symptoms
Solution,2018.1,1,1,1,3c,Caregiver Wellbeing
Solution,2018.2,0,1,1,3a,Caregiver Wellbeing
Problem,2019,1,1,1,7h,Physical Saftey
Solution,2019.1,1,0,1,1f,Contact Professional For Assitance
Problem,2020,*,*,*,*,*
Solution,2020.1,1,0,1,1a,Contact Professional For Assitance
Solution,2020.2,0,1,1,3c,Caregiver Wellbeing
Problem,2021,0,1,1,7h,Physical Saftey
Solution,2021.1,1,1,0,3c,Caregiver Wellbeing
Problem,2022,1,1,0,5a,Legal Financial
Solution,2022.1,1,0,1,1d,Contact Professional For Assitance
Solution,2022.2,1,1,1,1d,Contact Professional For Assitance
Problem,2023,*,*,*,*,*
Solution,2023.1,1,0,1,1a,Contact Professional For Assitance
Solution,2023.2,*,*,*,*,*
Problem,2024,0,1,1,7h,Physical Saftey
Solution,2024.1,*,*,*,*,*
Solution,2024.2,*,*,*,*,*
Problem,2025,0,1,1,6e,Symptoms
Solution,2025.1,1,1,1,3c,Caregiver Wellbeing
Solution,2025.2,1,1,1,3c,Caregiver Wellbeing
Solution,2025.3,1,1,1,2a,Info Sources
Problem,2026,0,1,1,5g,Legal Financial
Solution,2026.1,1,1,1,1d,Contact Professional For Assitance
Problem,2027,0,1,1,5g,Legal Financial
Solution,2027.1,1,1,1,2a,Info Sources
Problem,2028,1,0,1,6j,Symptoms
Solution,2028.1,1,0,1,6b,Medication
Solution,2028.2,0,1,1,6b,Medication
Solution,2028.3,1,1,1,2a,Info Sources
Problem,2029,*,*,*,*,*
Solution,2029.1,1,0,1,1d,Contact Professional For Assitance
Solution,2029.2,*,*,*,*,*
Problem,2030,0,1,1,9h,Doctors and Nursing Homes
Solution,2030.1,1,1,1,3c,Caregiver Wellbeing
Solution,2030.2,1,0,1,3a,Caregiver Wellbeing
Problem,2031,1,1,1,7h,Physical Saftey
Solution,2031.1,0,1,1,3a,Caregiver Wellbeing
Solution,2031.2,1,1,0,3c,Caregiver Wellbeing
Solution,2031.3,1,0,1,1f,Contact Professional For Assitance
Solution,2031.4,*,*,*,*,*
Problem,2032,0,1,1,5a,Legal Financial
Solution,2032.1,0,1,1,3a,Caregiver Wellbeing
Solution,2032.2,1,0,1,2a,Info Sources
Problem,2033,*,*,*,*,*
Solution,2033.1,0,1,1,3c,Caregiver Wellbeing
Problem,2034,1,0,1,6i,Symptoms
Solution,2034.1,1,1,1,3a,Caregiver Wellbeing
Problem,2035,1,1,1,3a,Basic Hygiene
Solution,2035.1,0,1,1,3a,Caregiver Wellbeing
Solution,2035.2,1,1,0,3c,Caregiver Wellbeing
Problem,2036,1,0,1,7d,Physical Saftey
Solution,2036.1,1,1,1,2a,Info Sources
Solution,2036.2,1,1,1,2a,Info Sources
Problem,2037,1,1,0,1a,Emotions of the Care Giver
Solution,2037.1,1,0,1,2a,Info Sources
Problem,2038,*,*,*,*,*
Solution,2038.1,1,1,1,2a,Info Sources
Solution,2038.2,1,0,1,3a,Caregiver Wellbeing
Problem,2039,1,1,1,10a,General Information
Solution,2039.1,*,*,*,*,*
Problem,2040,1,1,0,1a,Emotions of the Care Giver
Problem,2041,*,*,*,*,*
Solution,2041.1,1,0,1,3a,Caregiver Wellbeing
Problem,2042,1,0,1,9e,Doctors and Nursing Homes
Solution,2042.1,1,1,1,2a,Info Sources
Solution,2042.2,1,1,0,8h,Home Care/Nursing Homes
Problem,2043,1,0,1,6f,Symptoms
Solution,2043.1,1,1,1,3b,Caregiver Wellbeing
Problem,2044,1,0,1,7c,Physical Saftey
Solution,2044.1,1,1,0,3c,Caregiver Wellbeing
Problem,2045,1,1,0,7h,Physical Saftey
Solution,2045.1,1,1,0,1a,Contact Professional For Assitance
Solution,2045.2,*,*,*,*,*
Solution,2045.3,*,*,*,*,*
Solution,2045.4,*,*,*,*,*
Solution,2045.5,*,*,*,*,*
